Place of Interest,Type of place,Place address,BiciMAD station,Station locaiton,Available bikes
Adhesión de España a la Comunidad Europea,Monuments,PLAZA PROVINCIA 1,32 - Plaza de la Provincia,Plaza de la Provincia nº 1,5
Santa María de la Cabeza,Monuments,CALLE TOLEDO 1,32 - Plaza de la Provincia,Plaza de la Provincia nº 1,5
Fuente de Orfeo,Monuments,Pza Provincia ,32 - Plaza de la Provincia,Plaza de la Provincia nº 1,5
Planta de la torre de la iglesia de Santa Cruz,Monuments,Pza Santa Cruz 1,32 - Plaza de la Provincia,Plaza de la Provincia nº 1,5
Museo de los Toreros,Monuments,C Alcalá 231,193 - Ventas,Avenida de los Toreros nº 49,9
Inauguración Parque Cuarto Depósito CYII,Monuments,Ctra Castilla 9,209 - Plaza de Castilla 2,Paseo Castellana (Fundación Canal),9
José Calvo Sotelo,Monuments,PLAZA CASTILLA 1,209 - Plaza de Castilla 2,Paseo Castellana (Fundación Canal),9
Fuente Plaza de Castilla,Monuments,PLAZA CASTILLA 1,209 - Plaza de Castilla 2,Paseo Castellana (Fundación Canal),9
Columna de Calatrava,Monuments,PLAZA CASTILLA 1,209 - Plaza de Castilla 2,Paseo Castellana (Fundación Canal),9
Mural Palacio de Congresos,Monuments,AVENIDA GENERAL PERON 1,152 - General Perón 1,Avenida del General Perón frente al nº 4,0
Juan Domingo Perón,Monuments,AVENIDA GENERAL PERON 1,152 - General Perón 1,Avenida del General Perón frente al nº 4,0
Mural El Árbol de la Vida,Monuments,C Marcelo Usera 170,228 - San Delfín,Calle San Delfín nº 9,17
Fuente mural en la calle Marcelo Usera,Monuments,C Manuel Noya ,228 - San Delfín,Calle San Delfín nº 9,17
Fuente octogonal del parque Olof Palme,Monuments, ,228 - San Delfín,Calle San Delfín nº 9,17
Junta Municipal Usera,Monuments,Avda Rafaela Ybarra 41,228 - San Delfín,Calle San Delfín nº 9,17
Traída de aguas al Barrio de Usera,Monuments,C Marcelo Usera 144,228 - San Delfín,Calle San Delfín nº 9,17
Monolito del parque Olof Palme II,Monuments, ,228 - San Delfín,Calle San Delfín nº 9,17
Hombre con niño,Monuments,C Antonio López ,228 - San Delfín,Calle San Delfín nº 9,17
La Paloma de la paz,Monuments,C Baleares ,228 - San Delfín,Calle San Delfín nº 9,17
Monolito parque Olof Palme I,Monuments, ,228 - San Delfín,Calle San Delfín nº 9,17
Fuente del parque de Comillas,Monuments, ,228 - San Delfín,Calle San Delfín nº 9,17
Monolito Rafaela Ybarra,Monuments,Avda Rafaela Ybarra 41,228 - San Delfín,Calle San Delfín nº 9,17
Álvaro de Bazán,Monuments,Pza Villa ,35 - Plaza del Cordón,Plaza del Cordón,10
Fuente de la Cruz Verde,Monuments,Pza Cruz Verde ,35 - Plaza del Cordón,Plaza del Cordón,10
Puerta Cerrada,Monuments,Pza Puerta Cerrada ,35 - Plaza del Cordón,Plaza del Cordón,10
Carlos Lezcano,Monuments,C Rollo 3,35 - Plaza del Cordón,Plaza del Cordón,10
Eugenio d'Ors,Monuments,Pza Cordón 2,35 - Plaza del Cordón,Plaza del Cordón,10
Felipe Picatoste Rodríguez,Monuments,Pza Cordón 3,35 - Plaza del Cordón,Plaza del Cordón,10
Cruz Puerta Cerrada,Monuments,Pza Puerta Cerrada ,35 - Plaza del Cordón,Plaza del Cordón,10
El lector,Monuments,C San Justo ,35 - Plaza del Cordón,Plaza del Cordón,10
Gonzalo Ceballos,Monuments,Pza Cordón 2,35 - Plaza del Cordón,Plaza del Cordón,10
Fuente Jardín Príncipe de Anglona,Monuments, ,35 - Plaza del Cordón,Plaza del Cordón,10
Fuente de taza baja Jardín Príncipe de Anglona,Monuments,Pza Paja ,35 - Plaza del Cordón,Plaza del Cordón,10
Pedro Calderón de la Barca,Monuments,Pza Santa Ana ,52 - Plaza de Santa Ana,Plaza de Santa Ana nº 10,22
Jacinto Benavente,Monuments,CALLE ATOCHA 26,52 - Plaza de Santa Ana,Plaza de Santa Ana nº 10,22
Fundacion de la Falange Española,Monuments,C Príncipe 14,52 - Plaza de Santa Ana,Plaza de Santa Ana nº 10,22
Joaquín Ibarra,Monuments,C Núñez de Arce 11,52 - Plaza de Santa Ana,Plaza de Santa Ana nº 10,22
Federico García Lorca,Monuments,Pza Santa Ana ,52 - Plaza de Santa Ana,Plaza de Santa Ana nº 10,22
José Rizal,Monuments,C Manuel Fernández y González 7,52 - Plaza de Santa Ana,Plaza de Santa Ana nº 10,22
José Zorrilla y Moral,Monuments,C Huertas 17,52 - Plaza de Santa Ana,Plaza de Santa Ana nº 10,22
Gustavo Adolfo Bécquer,Monuments,CALLE HUERTAS 20,52 - Plaza de Santa Ana,Plaza de Santa Ana nº 10,22
Luis de Góngora y Argote,Monuments,C Huertas 16,52 - Plaza de Santa Ana,Plaza de Santa Ana nº 10,22
La Solidaridad,Monuments,C Atocha 43,52 - Plaza de Santa Ana,Plaza de Santa Ana nº 10,22
Eloy Gonzalo 'Cascorro',Monuments,Pza Cascorro ,39 - Plaza de la Cebada,Plaza de la Cebada nº 16 ,20
Fuentecilla del Leal,Monuments,C Toledo ,39 - Plaza de la Cebada,Plaza de la Cebada nº 16 ,20
Vicente Pastor,Monuments,C Embajadores 5,39 - Plaza de la Cebada,Plaza de la Cebada nº 16 ,20
Fuente de la Cebada,Monuments,C Toledo ,39 - Plaza de la Cebada,Plaza de la Cebada nº 16 ,20
Antonio Zozaya,Monuments,Pza General Vara del Rey 14,39 - Plaza de la Cebada,Plaza de la Cebada nº 16 ,20
Felipe III,Monuments,Pza Mayor ,31 - Calle Mayor,Calle Mayor nº 20,0
Luis Muñoz Rivera,Monuments,C Mayor 13,31 - Calle Mayor,Calle Mayor nº 20,0
Héroes del Siete de Julio,Monuments,C Mayor 24,31 - Calle Mayor,Calle Mayor nº 20,0
José María Soler y Guijarro,Monuments,Pza Mayor 27,31 - Calle Mayor,Calle Mayor nº 20,0
Casa de la Panadería,Monuments,Pza Mayor 27,31 - Calle Mayor,Calle Mayor nº 20,0
Casa de la Panadería,Monuments,Pza Mayor 27,31 - Calle Mayor,Calle Mayor nº 20,0
Andrómaca,Monuments,PASEO RECOLETOS 1,86 - Cibeles,Plaza Cibeles,21
Fuente de Apolo,Monuments,Pº Prado ,86 - Cibeles,Plaza Cibeles,21
Fuente de Cibeles,Monuments,Pza Cibeles ,86 - Cibeles,Plaza Cibeles,21
Fuente en cascada antigua Mariblanca,Monuments,Pº Recoletos ,86 - Cibeles,Plaza Cibeles,21
Primera Piedra del Banco España,Monuments,Pº Prado 2,86 - Cibeles,Plaza Cibeles,21
Inauguración del Banco España,Monuments,Pº Prado 2,86 - Cibeles,Plaza Cibeles,21
Obelisco del 2 de Mayo y Caídos por España,Monuments,Pza Lealtad ,86 - Cibeles,Plaza Cibeles,21
Fuente de los Patos,Monuments,Pº Prado ,86 - Cibeles,Plaza Cibeles,21
Fuente del niño o fuente de Finlandia,Monuments,Pº Prado ,86 - Cibeles,Plaza Cibeles,21
Jarrones de la Fuente de los Patos,Monuments,Pº Prado ,86 - Cibeles,Plaza Cibeles,21
Columnas del Paseo del Prado,Monuments,Pº Prado ,86 - Cibeles,Plaza Cibeles,21
Niños con jarrón de Cibeles,Monuments,Pza Cibeles ,86 - Cibeles,Plaza Cibeles,21
Monolito Recoletos,Monuments,Pº Recoletos ,86 - Cibeles,Plaza Cibeles,21
Agustín Lara,Monuments,C Sombrerete 15,44 - Plaza de Nelson Mandela,Calle Mesón de Paredes nº 35,5
Luigi Boccherini,Monuments,C Jesús y María 3,44 - Plaza de Nelson Mandela,Calle Mesón de Paredes nº 35,5
Iglesia San Cayetano,Monuments,C Embajadores 15,44 - Plaza de Nelson Mandela,Calle Mesón de Paredes nº 35,5
Fuente de Cabestreros,Monuments,C Mesón de Paredes ,44 - Plaza de Nelson Mandela,Calle Mesón de Paredes nº 35,5
Gaspar Melchor de Jovellanos,Monuments,C Juanelo 18,44 - Plaza de Nelson Mandela,Calle Mesón de Paredes nº 35,5
Lámina de agua de Cabestreros,Monuments,"Pza Cabestreros, de ",44 - Plaza de Nelson Mandela,Calle Mesón de Paredes nº 35,5
Restos Convento Santa Catalina de Sena,Monuments,"Pza Cabestreros, de ",44 - Plaza de Nelson Mandela,Calle Mesón de Paredes nº 35,5
Ramón Mesonero Romanos,Monuments,CALLE BARCELO 1,54 - Barceló,Calle Barceló nº 7,19
Fama,Monuments,C Barceló ,54 - Barceló,Calle Barceló nº 7,19
Jesús Guridi,Monuments,C Sagasta 12,54 - Barceló,Calle Barceló nº 7,19
Antonio Paso Cano,Monuments,C Apodaca 9,54 - Barceló,Calle Barceló nº 7,19
José  Serrano Simeón,Monuments,C Beneficencia 2,54 - Barceló,Calle Barceló nº 7,19
Reveriano Soutullo,Monuments,C Apodaca 7,54 - Barceló,Calle Barceló nº 7,19
Emilia Pardo Bazán,Monuments,C Princesa ,14 - Ventura Rodríguez,Calle Duque de Liria,0
Duque de Alba y de Berwick,Monuments,C Princesa 20,14 - Ventura Rodríguez,Calle Duque de Liria,0
Reflexiones (Los cubos),Monuments,C Princesa 5,14 - Ventura Rodríguez,Calle Duque de Liria,0
Antonio Mingote,Monuments,Pza Cristino Martos 5,14 - Ventura Rodríguez,Calle Duque de Liria,0
Jean-Jacques Rousseau,Monuments,Pza Salesas ,26 - Plaza de las Salesas,Plaza de las Salesas 7,20
Educación de la Infancia,Monuments,PLAZA SALESAS 1,26 - Plaza de las Salesas,Plaza de las Salesas 7,20
Teniente Jacinto Ruíz Mendoza,Monuments,Pza Rey ,20a - Banco de España A,Calle Alcalá nº 49,0
Lugar de Encuentros II,Monuments,Pza Rey ,20a - Banco de España A,Calle Alcalá nº 49,0
Eduardo Marquina,Monuments,C Barquillo 7,20a - Banco de España A,Calle Alcalá nº 49,0
Fuente en la plaza del Rey,Monuments,Pza Rey ,20a - Banco de España A,Calle Alcalá nº 49,0
Maqueta Centenario de la Gran Vía,Monuments,C Gran Vía 1,20a - Banco de España A,Calle Alcalá nº 49,0
Columnas de la casa de las Siete Chimeneas,Monuments,C Infantas 31,20a - Banco de España A,Calle Alcalá nº 49,0
Tirso de Molina,Monuments,Pza Tirso de Molina ,40 - Conde de Romanones,Plaza del Conde de Romanones nº 9,15
Farolero madrileño,Monuments,C Concepción Jerónima 15,40 - Conde de Romanones,Plaza del Conde de Romanones nº 9,15
Ignacio Zuloaga,Monuments,Pza Gabriel Miró ,37 - Plaza de San Francisco,Plaza de San Francisco nº 5,10
Fuente pilón Vistillas,Monuments,Pza Gabriel Miró ,37 - Plaza de San Francisco,Plaza de San Francisco nº 5,10
